rep,parameter,true,recovered
7,v_z_IAW_image:C(OVcate)[low],1.121459484509532,1.2672227163155407
7,v_z_IAW_image:C(OVcate)[medium],0.7361973506535304,0.7368227541827383
7,v_z_IAW_image:C(OVcate)[high],0.7035982053146271,0.7189153005144263
8,t,0.4223251106925746,0.43073995679782856
8,a(low),2.0582348892152047,2.022672955826954
8,a(medium),2.2393365662297535,2.2163711529159174
8,a(high),2.008498100094783,1.9807047847260828
8,v_Intercept,1.6290422544565513,1.6704188993169122
8,v_z_AttentionW,1.2273767471937511,1.1850080982394007
8,v_z_IAW_chart:C(OVcate)[low],1.6108203904806222,1.6038852179855534
8,v_z_IAW_chart:C(OVcate)[medium],0.9103867494958141,0.9846425590753964
8,v_z_IAW_chart:C(OVcate)[high],1.2354304582657636,1.197529193151459
8,v_z_IAW_image:C(OVcate)[low],1.2846522319524394,1.1104013280387386
8,v_z_IAW_image:C(OVcate)[medium],1.058018410530051,1.0541354595519288
8,v_z_IAW_image:C(OVcate)[high],0.96601576788254,0.8114744921055924
9,t,0.4241764509468603,0.4280794485175206
9,a(low),2.0362647127140825,1.9997487127943656
9,a(medium),2.1183479842023103,2.1092412661174187
9,a(high),1.7012584246384403,1.6978914012184687
9,v_Intercept,1.5352682260306485,1.5973981011404643
9,v_z_AttentionW,1.2892585720799707,1.300283769686623
9,v_z_IAW_chart:C(OVcate)[low],1.659322588489494,1.572961030101913
9,v_z_IAW_chart:C(OVcate)[medium],0.9646926331891711,1.0417835381579346
9,v_z_IAW_chart:C(OVcate)[high],1.287375973974309,1.4034237019838547
9,v_z_IAW_image:C(OVcate)[low],0.8453231739518735,0.721976818702558
9,v_z_IAW_image:C(OVcate)[medium],0.8635366733674814,0.8617661768981433
9,v_z_IAW_image:C(OVcate)[high],1.0528707745156405,1.0423938017813146
10,t,0.44198722850534405,0.444691662623497
10,a(low),2.041173135909623,2.025841931596476
10,a(medium),1.925889256212987,1.9034663904145532
10,a(high),1.908076029830096,1.9327259363520903
10,v_Intercept,1.5973291178344373,1.6601827085171246
10,v_z_AttentionW,1.267037672937022,1.2849441060249438
